ds,category,units,revenue,store_id,product_type
2023-04-30 18:44:21.880189,Graphic,52,130000,PK-01,Apparel
2023-04-30 18:44:21.880189,Streetwear,55,137500,PK-01,Apparel
2023-04-30 18:44:21.880189,Sports,45,112500,PK-01,Apparel
2023-05-01 18:44:21.880189,Casual,62,155000,PK-01,Apparel
2023-05-01 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2023-05-01 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-05-01 18:44:21.880189,Streetwear,40,100000,PK-01,Apparel
2023-05-01 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-05-02 18:44:21.880189,Casual,67,167500,PK-01,Apparel
2023-05-02 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2023-05-02 18:44:21.880189,Graphic,38,95000,PK-01,Apparel
2023-05-02 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2023-05-02 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2023-05-03 18:44:21.880189,Casual,62,155000,PK-01,Apparel
2023-05-03 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2023-05-03 18:44:21.880189,Graphic,41,102500,PK-01,Apparel
2023-05-03 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-05-03 18:44:21.880189,Sports,38,95000,PK-01,Apparel
2023-05-04 18:44:21.880189,Casual,60,150000,PK-01,Apparel
2023-05-04 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2023-05-04 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-05-04 18:44:21.880189,Streetwear,41,102500,PK-01,Apparel
2023-05-04 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2023-05-05 18:44:21.880189,Casual,77,192500,PK-01,Apparel
2023-05-05 18:44:21.880189,Formal,51,127500,PK-01,Apparel
2023-05-05 18:44:21.880189,Graphic,55,137500,PK-01,Apparel
2023-05-05 18:44:21.880189,Streetwear,45,112500,PK-01,Apparel
2023-05-05 18:44:21.880189,Sports,42,105000,PK-01,Apparel
2023-05-06 18:44:21.880189,Casual,88,220000,PK-01,Apparel
2023-05-06 18:44:21.880189,Formal,56,140000,PK-01,Apparel
2023-05-06 18:44:21.880189,Graphic,50,125000,PK-01,Apparel
2023-05-06 18:44:21.880189,Streetwear,52,130000,PK-01,Apparel
2023-05-06 18:44:21.880189,Sports,42,105000,PK-01,Apparel
2023-05-07 18:44:21.880189,Casual,82,205000,PK-01,Apparel
2023-05-07 18:44:21.880189,Formal,55,137500,PK-01,Apparel
2023-05-07 18:44:21.880189,Graphic,55,137500,PK-01,Apparel
2023-05-07 18:44:21.880189,Streetwear,57,142500,PK-01,Apparel
2023-05-07 18:44:21.880189,Sports,54,135000,PK-01,Apparel
2023-05-08 18:44:21.880189,Casual,54,135000,PK-01,Apparel
2023-05-08 18:44:21.880189,Formal,39,97500,PK-01,Apparel
2023-05-08 18:44:21.880189,Graphic,37,92500,PK-01,Apparel
2023-05-08 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2023-05-08 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2023-05-09 18:44:21.880189,Casual,60,150000,PK-01,Apparel
2023-05-09 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-09 18:44:21.880189,Graphic,44,110000,PK-01,Apparel
2023-05-09 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2023-05-09 18:44:21.880189,Sports,44,110000,PK-01,Apparel
2023-05-10 18:44:21.880189,Casual,69,172500,PK-01,Apparel
2023-05-10 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2023-05-10 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-05-10 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2023-05-10 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2023-05-11 18:44:21.880189,Casual,72,180000,PK-01,Apparel
2023-05-11 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2023-05-11 18:44:21.880189,Graphic,41,102500,PK-01,Apparel
2023-05-11 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2023-05-11 18:44:21.880189,Sports,39,97500,PK-01,Apparel
2023-05-12 18:44:21.880189,Casual,76,190000,PK-01,Apparel
2023-05-12 18:44:21.880189,Formal,43,107500,PK-01,Apparel
2023-05-12 18:44:21.880189,Graphic,57,142500,PK-01,Apparel
2023-05-12 18:44:21.880189,Streetwear,44,110000,PK-01,Apparel
2023-05-12 18:44:21.880189,Sports,46,115000,PK-01,Apparel
2023-05-13 18:44:21.880189,Casual,75,187500,PK-01,Apparel
2023-05-13 18:44:21.880189,Formal,57,142500,PK-01,Apparel
2023-05-13 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2023-05-13 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2023-05-13 18:44:21.880189,Sports,48,120000,PK-01,Apparel
2023-05-14 18:44:21.880189,Casual,94,235000,PK-01,Apparel
2023-05-14 18:44:21.880189,Formal,56,140000,PK-01,Apparel
2023-05-14 18:44:21.880189,Graphic,42,105000,PK-01,Apparel
2023-05-14 18:44:21.880189,Streetwear,49,122500,PK-01,Apparel
2023-05-14 18:44:21.880189,Sports,42,105000,PK-01,Apparel
2023-05-15 18:44:21.880189,Casual,72,180000,PK-01,Apparel
2023-05-15 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2023-05-15 18:44:21.880189,Graphic,40,100000,PK-01,Apparel
2023-05-15 18:44:21.880189,Streetwear,37,92500,PK-01,Apparel
2023-05-15 18:44:21.880189,Sports,39,97500,PK-01,Apparel
2023-05-16 18:44:21.880189,Casual,73,182500,PK-01,Apparel
2023-05-16 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2023-05-16 18:44:21.880189,Graphic,35,87500,PK-01,Apparel
2023-05-16 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2023-05-16 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-05-17 18:44:21.880189,Casual,56,140000,PK-01,Apparel
2023-05-17 18:44:21.880189,Formal,43,107500,PK-01,Apparel
2023-05-17 18:44:21.880189,Graphic,36,90000,PK-01,Apparel
2023-05-17 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2023-05-17 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2023-05-18 18:44:21.880189,Casual,50,125000,PK-01,Apparel
2023-05-18 18:44:21.880189,Formal,36,90000,PK-01,Apparel
2023-05-18 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2023-05-18 18:44:21.880189,Streetwear,37,92500,PK-01,Apparel
2023-05-18 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-05-19 18:44:21.880189,Casual,78,195000,PK-01,Apparel
2023-05-19 18:44:21.880189,Formal,53,132500,PK-01,Apparel
2023-05-19 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2023-05-19 18:44:21.880189,Streetwear,50,125000,PK-01,Apparel
2023-05-19 18:44:21.880189,Sports,51,127500,PK-01,Apparel
2023-05-20 18:44:21.880189,Casual,88,220000,PK-01,Apparel
2023-05-20 18:44:21.880189,Formal,50,125000,PK-01,Apparel
2023-05-20 18:44:21.880189,Graphic,58,145000,PK-01,Apparel
2023-05-20 18:44:21.880189,Streetwear,50,125000,PK-01,Apparel
2023-05-20 18:44:21.880189,Sports,48,120000,PK-01,Apparel
2023-05-21 18:44:21.880189,Casual,76,190000,PK-01,Apparel
2023-05-21 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-21 18:44:21.880189,Graphic,53,132500,PK-01,Apparel
2023-05-21 18:44:21.880189,Streetwear,55,137500,PK-01,Apparel
2023-05-21 18:44:21.880189,Sports,48,120000,PK-01,Apparel
2023-05-22 18:44:21.880189,Casual,73,182500,PK-01,Apparel
2023-05-22 18:44:21.880189,Formal,40,100000,PK-01,Apparel
2023-05-22 18:44:21.880189,Graphic,40,100000,PK-01,Apparel
2023-05-22 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2023-05-22 18:44:21.880189,Sports,43,107500,PK-01,Apparel
2023-05-23 18:44:21.880189,Casual,72,180000,PK-01,Apparel
2023-05-23 18:44:21.880189,Formal,43,107500,PK-01,Apparel
2023-05-23 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2023-05-23 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2023-05-23 18:44:21.880189,Sports,44,110000,PK-01,Apparel
2023-05-24 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2023-05-24 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2023-05-24 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2023-05-24 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2023-05-24 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2023-05-25 18:44:21.880189,Casual,64,160000,PK-01,Apparel
2023-05-25 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-25 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2023-05-25 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2023-05-25 18:44:21.880189,Sports,44,110000,PK-01,Apparel
2023-05-26 18:44:21.880189,Casual,89,222500,PK-01,Apparel
2023-05-26 18:44:21.880189,Formal,46,115000,PK-01,Apparel
2023-05-26 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2023-05-26 18:44:21.880189,Streetwear,41,102500,PK-01,Apparel
2023-05-26 18:44:21.880189,Sports,55,137500,PK-01,Apparel
2023-05-27 18:44:21.880189,Casual,78,195000,PK-01,Apparel
2023-05-27 18:44:21.880189,Formal,54,135000,PK-01,Apparel
2023-05-27 18:44:21.880189,Graphic,42,105000,PK-01,Apparel
2023-05-27 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2023-05-27 18:44:21.880189,Sports,56,140000,PK-01,Apparel
2023-05-28 18:44:21.880189,Casual,93,232500,PK-01,Apparel
2023-05-28 18:44:21.880189,Formal,50,125000,PK-01,Apparel
2023-05-28 18:44:21.880189,Graphic,40,100000,PK-01,Apparel
2023-05-28 18:44:21.880189,Streetwear,48,120000,PK-01,Apparel
2023-05-28 18:44:21.880189,Sports,48,120000,PK-01,Apparel
2023-05-29 18:44:21.880189,Casual,62,155000,PK-01,Apparel
2023-05-29 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-29 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2023-05-29 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2023-05-29 18:44:21.880189,Sports,39,97500,PK-01,Apparel
2023-05-30 18:44:21.880189,Casual,74,185000,PK-01,Apparel
2023-05-30 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-30 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2023-05-30 18:44:21.880189,Streetwear,44,110000,PK-01,Apparel
2023-05-30 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-05-31 18:44:21.880189,Casual,52,130000,PK-01,Apparel
2023-05-31 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-05-31 18:44:21.880189,Graphic,42,105000,PK-01,Apparel
2023-05-31 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2023-05-31 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2023-06-01 18:44:21.880189,Casual,51,127500,PK-01,Apparel
2023-06-01 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2023-06-01 18:44:21.880189,Graphic,23,57500,PK-01,Apparel
2023-06-01 18:44:21.880189,Streetwear,22,55000,PK-01,Apparel
2023-06-01 18:44:21.880189,Sports,23,57500,PK-01,Apparel
2023-06-02 18:44:21.880189,Casual,63,157500,PK-01,Apparel
2023-06-02 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2023-06-02 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2023-06-02 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-06-02 18:44:21.880189,Sports,40,100000,PK-01,Apparel
2023-06-03 18:44:21.880189,Casual,56,140000,PK-01,Apparel
2023-06-03 18:44:21.880189,Formal,38,95000,PK-01,Apparel
2023-06-03 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-06-03 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-06-03 18:44:21.880189,Sports,38,95000,PK-01,Apparel
2023-06-04 18:44:21.880189,Casual,60,150000,PK-01,Apparel
2023-06-04 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2023-06-04 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2023-06-04 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2023-06-04 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-06-05 18:44:21.880189,Casual,46,115000,PK-01,Apparel
2023-06-05 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2023-06-05 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2023-06-05 18:44:21.880189,Streetwear,30,75000,PK-01,Apparel
2023-06-05 18:44:21.880189,Sports,23,57500,PK-01,Apparel
2023-06-06 18:44:21.880189,Casual,36,90000,PK-01,Apparel
2023-06-06 18:44:21.880189,Formal,22,55000,PK-01,Apparel
2023-06-06 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2023-06-06 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2023-06-06 18:44:21.880189,Sports,26,65000,PK-01,Apparel
2023-06-07 18:44:21.880189,Casual,45,112500,PK-01,Apparel
2023-06-07 18:44:21.880189,Formal,23,57500,PK-01,Apparel
2023-06-07 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2023-06-07 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2023-06-07 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2023-06-08 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2023-06-08 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2023-06-08 18:44:21.880189,Graphic,24,60000,PK-01,Apparel
2023-06-08 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2023-06-08 18:44:21.880189,Sports,25,62500,PK-01,Apparel
2023-06-09 18:44:21.880189,Casual,51,127500,PK-01,Apparel
2023-06-09 18:44:21.880189,Formal,37,92500,PK-01,Apparel
2023-06-09 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-06-09 18:44:21.880189,Streetwear,41,102500,PK-01,Apparel
2023-06-09 18:44:21.880189,Sports,33,82500,PK-01,Apparel
2023-06-10 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2023-06-10 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2023-06-10 18:44:21.880189,Graphic,37,92500,PK-01,Apparel
2023-06-10 18:44:21.880189,Streetwear,29,72500,PK-01,Apparel
2023-06-10 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2023-06-11 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2023-06-11 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2023-06-11 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2023-06-11 18:44:21.880189,Streetwear,29,72500,PK-01,Apparel
2023-06-11 18:44:21.880189,Sports,37,92500,PK-01,Apparel
2023-06-12 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2023-06-12 18:44:21.880189,Formal,25,62500,PK-01,Apparel
2023-06-12 18:44:21.880189,Graphic,23,57500,PK-01,Apparel
2023-06-12 18:44:21.880189,Streetwear,24,60000,PK-01,Apparel
2023-06-12 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2023-06-13 18:44:21.880189,Casual,38,95000,PK-01,Apparel
2023-06-13 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2023-06-13 18:44:21.880189,Graphic,22,55000,PK-01,Apparel
2023-06-13 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2023-06-13 18:44:21.880189,Sports,29,72500,PK-01,Apparel
2023-06-14 18:44:21.880189,Casual,45,112500,PK-01,Apparel
2023-06-14 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2023-06-14 18:44:21.880189,Graphic,26,65000,PK-01,Apparel
2023-06-14 18:44:21.880189,Streetwear,22,55000,PK-01,Apparel
2023-06-14 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2023-06-15 18:44:21.880189,Casual,51,127500,PK-01,Apparel
2023-06-15 18:44:21.880189,Formal,22,55000,PK-01,Apparel
2023-06-15 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2023-06-15 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-06-15 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2023-06-16 18:44:21.880189,Casual,49,122500,PK-01,Apparel
2023-06-16 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2023-06-16 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2023-06-16 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2023-06-16 18:44:21.880189,Sports,40,100000,PK-01,Apparel
2023-06-17 18:44:21.880189,Casual,57,142500,PK-01,Apparel
2023-06-17 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2023-06-17 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2023-06-17 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2023-06-17 18:44:21.880189,Sports,29,72500,PK-01,Apparel
2023-06-18 18:44:21.880189,Casual,61,152500,PK-01,Apparel
2023-06-18 18:44:21.880189,Formal,36,90000,PK-01,Apparel
2023-06-18 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2023-06-18 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-06-18 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2023-06-19 18:44:21.880189,Casual,39,97500,PK-01,Apparel
2023-06-19 18:44:21.880189,Formal,27,67500,PK-01,Apparel
2023-06-19 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2023-06-19 18:44:21.880189,Streetwear,22,55000,PK-01,Apparel
2023-06-19 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2023-06-20 18:44:21.880189,Casual,37,92500,PK-01,Apparel
2023-06-20 18:44:21.880189,Formal,26,65000,PK-01,Apparel
2023-06-20 18:44:21.880189,Graphic,22,55000,PK-01,Apparel
2023-06-20 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2023-06-20 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2023-06-21 18:44:21.880189,Casual,52,130000,PK-01,Apparel
2023-06-21 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2023-06-21 18:44:21.880189,Graphic,21,52500,PK-01,Apparel
2023-06-21 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2023-06-21 18:44:21.880189,Sports,29,72500,PK-01,Apparel
2023-06-22 18:44:21.880189,Casual,52,130000,PK-01,Apparel
2023-06-22 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2023-06-22 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2023-06-22 18:44:21.880189,Streetwear,22,55000,PK-01,Apparel
2023-06-22 18:44:21.880189,Sports,23,57500,PK-01,Apparel
2023-06-23 18:44:21.880189,Casual,50,125000,PK-01,Apparel
2023-06-23 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2023-06-23 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2023-06-23 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2023-06-23 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-06-24 18:44:21.880189,Casual,66,165000,PK-01,Apparel
2023-06-24 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2023-06-24 18:44:21.880189,Graphic,37,92500,PK-01,Apparel
2023-06-24 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2023-06-24 18:44:21.880189,Sports,29,72500,PK-01,Apparel
2023-06-25 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2023-06-25 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2023-06-25 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2023-06-25 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2023-06-25 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2023-06-26 18:44:21.880189,Casual,38,95000,PK-01,Apparel
2023-06-26 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2023-06-26 18:44:21.880189,Graphic,22,55000,PK-01,Apparel
2023-06-26 18:44:21.880189,Streetwear,29,72500,PK-01,Apparel
2023-06-26 18:44:21.880189,Sports,23,57500,PK-01,Apparel
2023-06-27 18:44:21.880189,Casual,45,112500,PK-01,Apparel
2023-06-27 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2023-06-27 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2023-06-27 18:44:21.880189,Streetwear,24,60000,PK-01,Apparel
2023-06-27 18:44:21.880189,Sports,24,60000,PK-01,Apparel
2023-06-28 18:44:21.880189,Casual,47,117500,PK-01,Apparel
2023-06-28 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2023-06-28 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2023-06-28 18:44:21.880189,Streetwear,22,55000,PK-01,Apparel
2023-06-28 18:44:21.880189,Sports,26,65000,PK-01,Apparel
2023-06-29 18:44:21.880189,Casual,42,105000,PK-01,Apparel
2023-06-29 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2023-06-29 18:44:21.880189,Graphic,24,60000,PK-01,Apparel
2023-06-29 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2023-06-29 18:44:21.880189,Sports,25,62500,PK-01,Apparel
2023-06-30 18:44:21.880189,Casual,58,145000,PK-01,Apparel
2023-06-30 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2023-06-30 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2023-06-30 18:44:21.880189,Streetwear,33,82500,PK-01,Apparel
2023-06-30 18:44:21.880189,Sports,38,95000,PK-01,Apparel
2023-07-01 18:44:21.880189,Casual,64,160000,PK-01,Apparel
2023-07-01 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2023-07-01 18:44:21.880189,Graphic,35,87500,PK-01,Apparel
2023-07-01 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2023-07-01 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2023-07-02 18:44:21.880189,Casual,48,120000,PK-01,Apparel
2023-07-02 18:44:21.880189,Formal,37,92500,PK-01,Apparel
2023-07-02 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2023-07-02 18:44:21.880189,Streetwear,33,82500,PK-01,Apparel
2023-07-02 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2023-07-03 18:44:21.880189,Casual,45,112500,PK-01,Apparel
2023-07-03 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2023-07-03 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2023-07-03 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2023-07-03 18:44:21.880189,Sports,22,55000,PK-01,Apparel
2023-07-04 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2023-07-04 18:44:21.880189,Formal,27,67500,PK-01,Apparel
